# marvel-crawler — A_Song_of_Ice_and_Fire_characters crawl (2026-09-10)
# Wikipedia Category:A_Song_of_Ice_and_Fire_characters: one node per page; edge A -> B
# when the article of A links to the article of B. 50 nodes, 720 directed edges.
# 0 nodes have no edge in either direction — take the full node set from the nodes file.
source	target
Samwell_Tarly	Cersei_Lannister
Samwell_Tarly	Daenerys_Targaryen
Samwell_Tarly	Jaqen_H'ghar
Samwell_Tarly	Jon_Snow_(character)
Samwell_Tarly	Jorah_Mormont
Samwell_Tarly	Melisandre
Samwell_Tarly	Ned_Stark
Samwell_Tarly	Robb_Stark
Samwell_Tarly	Stannis_Baratheon
Samwell_Tarly	Tyrion_Lannister
Sandor_Clegane	Arya_Stark
Sandor_Clegane	Brienne_of_Tarth
Sandor_Clegane	Daenerys_Targaryen
Sandor_Clegane	Davos_Seaworth
Sandor_Clegane	Gendry
Sandor_Clegane	Gregor_Clegane
Sandor_Clegane	Joffrey_Baratheon
Sandor_Clegane	Jon_Snow_(character)
Sandor_Clegane	Jorah_Mormont
Sandor_Clegane	Ned_Stark
Sandor_Clegane	Robb_Stark
Sandor_Clegane	Robert_Baratheon
Sandor_Clegane	Sansa_Stark
Sandor_Clegane	Stannis_Baratheon
Sandor_Clegane	Tormund_Giantsbane
Sandor_Clegane	Tyrion_Lannister
Sansa_Stark	Arya_Stark
Sansa_Stark	Bran_Stark
Sansa_Stark	Brienne_of_Tarth
Sansa_Stark	Catelyn_Stark
Sansa_Stark	Cersei_Lannister
Sansa_Stark	Daenerys_Targaryen
Sansa_Stark	Gregor_Clegane
Sansa_Stark	Jaime_Lannister
Sansa_Stark	Joffrey_Baratheon
Sansa_Stark	Jon_Snow_(character)
Sansa_Stark	Margaery_Tyrell
Sansa_Stark	Ned_Stark
Sansa_Stark	Night_King
Sansa_Stark	Petyr_Baelish
Sansa_Stark	Ramsay_Bolton
Sansa_Stark	Rickon_Stark
Sansa_Stark	Robb_Stark
Sansa_Stark	Robert_Baratheon
Sansa_Stark	Roose_Bolton
Sansa_Stark	Stannis_Baratheon
Sansa_Stark	Theon_Greyjoy
Sansa_Stark	Tommen_Baratheon
Sansa_Stark	Tyrion_Lannister
Sansa_Stark	Tywin_Lannister
Sansa_Stark	White_Walker
Stannis_Baratheon	Brienne_of_Tarth
Stannis_Baratheon	Catelyn_Stark
Stannis_Baratheon	Cersei_Lannister
Stannis_Baratheon	Daenerys_Targaryen
Stannis_Baratheon	Davos_Seaworth
Stannis_Baratheon	Gendry
Stannis_Baratheon	Jaime_Lannister
Stannis_Baratheon	Joffrey_Baratheon
Stannis_Baratheon	Jon_Snow_(character)
Stannis_Baratheon	Margaery_Tyrell
Stannis_Baratheon	Melisandre
Stannis_Baratheon	Myrcella_Baratheon
Stannis_Baratheon	Ned_Stark
Stannis_Baratheon	Petyr_Baelish
Stannis_Baratheon	Ramsay_Bolton
Stannis_Baratheon	Renly_Baratheon
Stannis_Baratheon	Robb_Stark
Stannis_Baratheon	Robert_Baratheon
Stannis_Baratheon	Samwell_Tarly
Stannis_Baratheon	Theon_Greyjoy
Stannis_Baratheon	Tommen_Baratheon
Stannis_Baratheon	Tyrion_Lannister
Stannis_Baratheon	Tywin_Lannister
Stannis_Baratheon	Varys
Theon_Greyjoy	Arya_Stark
Theon_Greyjoy	Bran_Stark
Theon_Greyjoy	Brienne_of_Tarth
Theon_Greyjoy	Cersei_Lannister
Theon_Greyjoy	Daenerys_Targaryen
Theon_Greyjoy	Ellaria_Sand
Theon_Greyjoy	Jon_Snow_(character)
Theon_Greyjoy	Ned_Stark
Theon_Greyjoy	Night_King
Theon_Greyjoy	Osha_(A_Song_of_Ice_and_Fire)
Theon_Greyjoy	Ramsay_Bolton
Theon_Greyjoy	Rickon_Stark
Theon_Greyjoy	Robb_Stark
Theon_Greyjoy	Robert_Baratheon
Theon_Greyjoy	Roose_Bolton
Theon_Greyjoy	Sansa_Stark
Theon_Greyjoy	Stannis_Baratheon
Theon_Greyjoy	Tyrion_Lannister
Theon_Greyjoy	White_Walker
Tommen_Baratheon	Cersei_Lannister
Tommen_Baratheon	Gendry
Tommen_Baratheon	High_Sparrow
Tommen_Baratheon	Jaime_Lannister
Tommen_Baratheon	Joffrey_Baratheon
Tommen_Baratheon	Margaery_Tyrell
Tommen_Baratheon	Myrcella_Baratheon
Tommen_Baratheon	Renly_Baratheon
Tommen_Baratheon	Robert_Baratheon
Tommen_Baratheon	Sansa_Stark
Tommen_Baratheon	Stannis_Baratheon
Tommen_Baratheon	Tyrion_Lannister
Tommen_Baratheon	Tywin_Lannister
Tormund_Giantsbane	Brienne_of_Tarth
Tormund_Giantsbane	Cersei_Lannister
Tormund_Giantsbane	Daenerys_Targaryen
Tormund_Giantsbane	Gendry
Tormund_Giantsbane	Jon_Snow_(character)
Tormund_Giantsbane	Jorah_Mormont
Tormund_Giantsbane	Melisandre
Tormund_Giantsbane	Ramsay_Bolton
Tormund_Giantsbane	Sandor_Clegane
Tormund_Giantsbane	Sansa_Stark
Tormund_Giantsbane	Stannis_Baratheon
Tormund_Giantsbane	White_Walker
Tyrion_Lannister	Bran_Stark
Tyrion_Lannister	Catelyn_Stark
Tyrion_Lannister	Cersei_Lannister
Tyrion_Lannister	Daario_Naharis
Tyrion_Lannister	Daenerys_Targaryen
Tyrion_Lannister	Gregor_Clegane
Tyrion_Lannister	Jaime_Lannister
Tyrion_Lannister	Joffrey_Baratheon
Tyrion_Lannister	Jon_Snow_(character)
Tyrion_Lannister	Jorah_Mormont
Tyrion_Lannister	Margaery_Tyrell
Tyrion_Lannister	Myrcella_Baratheon
Tyrion_Lannister	Ned_Stark
Tyrion_Lannister	Night_King
Tyrion_Lannister	Oberyn_Martell
Tyrion_Lannister	Robert_Baratheon
Tyrion_Lannister	Sansa_Stark
Tyrion_Lannister	Stannis_Baratheon
Tyrion_Lannister	Theon_Greyjoy
Tyrion_Lannister	Tommen_Baratheon
Tyrion_Lannister	Tywin_Lannister
